MODELED RE-ENTRY TELEMETRY - Orion Lunar-Return Skip Entry (Second-by-Second)
Entry Interface (EI) -> Splashdown
================================================================================

    MET  Vel(mph)    Alt(ft)  Alt(mi)      g  Phase
  12:27       176     14,817      2.8   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:28       172     14,600      2.8   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:29       168     14,383      2.7   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:30       165     14,167      2.7   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:31       162     13,950      2.6   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:32       158     13,733      2.6   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:33       154     13,517      2.6   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:34       151     13,300      2.5   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:35       148     13,083      2.5   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:36       144     12,867      2.4   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:37       140     12,650      2.4   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:38       137     12,433      2.4   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:39       134     12,217      2.3   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:40       130     12,000      2.3   0.16  Drogues stabilizing descent
  12:41       129     11,917      2.3   0.05  Drogues stabilizing descent
  12:42       128     11,833      2.2   0.05  Drogues stabilizing descent
  12:43       126     11,750      2.2   0.05  Drogues stabilizing descent
  12:44       125     11,667      2.2   0.05  Drogues stabilizing descent
  12:45       124     11,583      2.2   0.05  Drogues stabilizing descent
  12:46       123     11,500      2.2   0.05  Drogues stabilizing descent
  12:47       122     11,417      2.2   0.05  Drogues stabilizing descent
  12:48       121     11,333      2.1   0.05  Drogues stabilizing descent
  12:49       120     11,250      2.1   0.05  Drogues stabilizing descent
  12:50       118     11,167      2.1   0.05  Drogues stabilizing descent
  12:51       117     11,083      2.1   0.05  Drogues stabilizing descent
  12:52       116     11,000      2.1   0.05  Drogues stabilizing descent
  12:53       115     10,917      2.1   0.05  Drogues stabilizing descent
  12:54       114     10,833      2.1   0.05  Drogues stabilizing descent
  12:55       112     10,750      2.0   0.05  Drogues stabilizing descent
  12:56       111     10,667      2.0   0.05  Drogues stabilizing descent
  12:57       110     10,583      2.0   0.05  Drogues stabilizing descent
  12:58       109     10,500      2.0   0.05  Drogues stabilizing descent
  12:59       108     10,417      2.0   0.05  Drogues stabilizing descent
  13:00       107     10,333      2.0   0.05  Drogues stabilizing descent
  13:01       106     10,250      1.9   0.05  Drogues stabilizing descent
  13:02       104     10,167      1.9   0.05  Drogues stabilizing descent
  13:03       103     10,083      1.9   0.05  Drogues stabilizing descent
  13:04       102     10,000      1.9   0.05  Drogues stabilizing descent
  13:05       101      9,917      1.9   0.05  Drogues stabilizing descent
  13:06       100      9,833      1.9   0.05  Drogues stabilizing descent
  13:07        98      9,750      1.8   0.05  Drogues stabilizing descent
  13:08        97      9,667      1.8   0.05  Drogues stabilizing descent
  13:09        96      9,583      1.8   0.05  Drogues stabilizing descent
  13:10        95      9,500      1.8   0.05  MAIN parachutes deploy (~9,500 ft)
  13:11        94      9,442      1.8   0.06  MAIN parachutes deploy (~9,500 ft)
  13:12        93      9,383      1.8   0.06  MAIN parachutes deploy (~9,500 ft)
  13:13        91      9,325      1.8   0.06  MAIN parachutes deploy (~9,500 ft)
  13:14        90      9,267      1.8   0.06  MAIN parachutes deploy (~9,500 ft)
  13:15        89      9,208      1.7   0.06  MAIN parachutes deploy (~9,500 ft)
  13:16        88      9,150      1.7   0.06  MAIN parachutes deploy (~9,500 ft)
  13:17        86      9,092      1.7   0.06  MAIN parachutes deploy (~9,500 ft)
  13:18        85      9,033      1.7   0.06  MAIN parachutes deploy (~9,500 ft)
  13:19        84      8,975      1.7   0.06  MAIN parachutes deploy (~9,500 ft)
  13:20        83      8,917      1.7   0.06  MAIN parachutes deploy (~9,500 ft)
  13:21        82      8,858      1.7   0.06  MAIN parachutes deploy (~9,500 ft)
  13:22        80      8,800      1.7   0.06  MAIN parachutes deploy (~9,500 ft)
  13:23        79      8,742      1.7   0.06  MAIN parachutes deploy (~9,500 ft)
  13:24        78      8,683      1.6   0.06  MAIN parachutes deploy (~9,500 ft)
  13:25        77      8,625      1.6   0.06  MAIN parachutes deploy (~9,500 ft)
  13:26        76      8,567      1.6   0.06  MAIN parachutes deploy (~9,500 ft)
  13:27        74      8,508      1.6   0.06  MAIN parachutes deploy (~9,500 ft)
  13:28        73      8,450      1.6   0.06  MAIN parachutes deploy (~9,500 ft)
  13:29        72      8,392      1.6   0.06  MAIN parachutes deploy (~9,500 ft)
  13:30        71      8,333      1.6   0.06  MAIN parachutes deploy (~9,500 ft)
  13:31        69      8,275      1.6   0.06  MAIN parachutes deploy (~9,500 ft)
  13:32        68      8,217      1.6   0.06  MAIN parachutes deploy (~9,500 ft)
  13:33        67      8,158      1.5   0.06  MAIN parachutes deploy (~9,500 ft)
  13:34        66      8,100      1.5   0.06  MAIN parachutes deploy (~9,500 ft)
  13:35        65      8,042      1.5   0.06  MAIN parachutes deploy (~9,500 ft)
  13:36        63      7,983      1.5   0.06  MAIN parachutes deploy (~9,500 ft)
  13:37        62      7,925      1.5   0.06  MAIN parachutes deploy (~9,500 ft)
  13:38        61      7,867      1.5   0.06  MAIN parachutes deploy (~9,500 ft)
  13:39        60      7,808      1.5   0.06  MAIN parachutes deploy (~9,500 ft)
  13:40        58      7,750      1.5   0.06  MAIN parachutes deploy (~9,500 ft)
  13:41        57      7,692      1.5   0.06  MAIN parachutes deploy (~9,500 ft)
  13:42        56      7,633      1.4   0.06  MAIN parachutes deploy (~9,500 ft)
  13:43        55      7,575      1.4   0.06  MAIN parachutes deploy (~9,500 ft)
  13:44        54      7,517      1.4   0.06  MAIN parachutes deploy (~9,500 ft)
  13:45        52      7,458      1.4   0.06  MAIN parachutes deploy (~9,500 ft)
  13:46        51      7,400      1.4   0.06  MAIN parachutes deploy (~9,500 ft)
  13:47        50      7,342      1.4   0.06  MAIN parachutes deploy (~9,500 ft)
  13:48        49      7,283      1.4   0.06  MAIN parachutes deploy (~9,500 ft)
  13:49        48      7,225      1.4   0.06  MAIN parachutes deploy (~9,500 ft)
  13:50        46      7,167      1.4   0.06  MAIN parachutes deploy (~9,500 ft)
  13:51        45      7,108      1.3   0.06  MAIN parachutes deploy (~9,500 ft)
  13:52        44      7,050      1.3   0.06  MAIN parachutes deploy (~9,500 ft)
  13:53        43      6,992      1.3   0.06  MAIN parachutes deploy (~9,500 ft)
  13:54        41      6,933      1.3   0.06  MAIN parachutes deploy (~9,500 ft)
  13:55        40      6,875      1.3   0.06  MAIN parachutes deploy (~9,500 ft)
  13:56        39      6,817      1.3   0.06  MAIN parachutes deploy (~9,500 ft)
  13:57        38      6,758      1.3   0.06  MAIN parachutes deploy (~9,500 ft)
  13:58        37      6,700      1.3   0.06  MAIN parachutes deploy (~9,500 ft)
  13:59        35      6,642      1.3   0.06  MAIN parachutes deploy (~9,500 ft)
  14:00        34      6,583      1.2   0.06  MAIN parachutes deploy (~9,500 ft)
  14:01        33      6,525      1.2   0.06  MAIN parachutes deploy (~9,500 ft)
  14:02        32      6,467      1.2   0.06  MAIN parachutes deploy (~9,500 ft)
  14:03        31      6,408      1.2   0.06  MAIN parachutes deploy (~9,500 ft)
  14:04        29      6,350      1.2   0.06  MAIN parachutes deploy (~9,500 ft)
  14:05        28      6,292      1.2   0.06  MAIN parachutes deploy (~9,500 ft)
  14:06        27      6,233      1.2   0.06  MAIN parachutes deploy (~9,500 ft)
  14:07        26      6,175      1.2   0.06  MAIN parachutes deploy (~9,500 ft)
  14:08        24      6,117      1.2   0.06  MAIN parachutes deploy (~9,500 ft)
  14:09        23      6,058      1.1   0.06  MAIN parachutes deploy (~9,500 ft)
  14:10        22      6,000      1.1   0.06  Under mains - terminal descent
  14:11        22      5,973      1.1    0.0  Under mains - terminal descent
  14:12        22      5,947      1.1    0.0  Under mains - terminal descent
  14:13        22      5,920      1.1    0.0  Under mains - terminal descent
  14:14        22      5,893      1.1    0.0  Under mains - terminal descent
  14:15        22      5,867      1.1    0.0  Under mains - terminal descent
  14:16        22      5,840      1.1    0.0  Under mains - terminal descent
  14:17        22      5,813      1.1    0.0  Under mains - terminal descent
  14:18        22      5,787      1.1    0.0  Under mains - terminal descent
  14:19        22      5,760      1.1    0.0  Under mains - terminal descent
  14:20        22      5,733      1.1    0.0  Under mains - terminal descent
  14:21        22      5,707      1.1    0.0  Under mains - terminal descent
  14:22        22      5,680      1.1    0.0  Under mains - terminal descent
  14:23        22      5,653      1.1    0.0  Under mains - terminal descent
  14:24        22      5,627      1.1    0.0  Under mains - terminal descent
  14:25        22      5,600      1.1    0.0  Under mains - terminal descent
  14:26        22      5,573      1.1    0.0  Under mains - terminal descent
  14:27        22      5,547      1.1    0.0  Under mains - terminal descent
  14:28        22      5,520      1.0    0.0  Under mains - terminal descent
  14:29        22      5,493      1.0    0.0  Under mains - terminal descent
  14:30        22      5,467      1.0    0.0  Under mains - terminal descent
  14:31        22      5,440      1.0    0.0  Under mains - terminal descent
  14:32        22      5,413      1.0    0.0  Under mains - terminal descent
  14:33        22      5,387      1.0    0.0  Under mains - terminal descent
  14:34        22      5,360      1.0    0.0  Under mains - terminal descent
  14:35        22      5,333      1.0    0.0  Under mains - terminal descent
  14:36        22      5,307      1.0    0.0  Under mains - terminal descent
  14:37        22      5,280      1.0    0.0  Under mains - terminal descent
  14:38        22      5,253      1.0    0.0  Under mains - terminal descent
  14:39        22      5,227      1.0    0.0  Under mains - terminal descent
  14:40        22      5,200      1.0    0.0  Under mains - terminal descent
  14:41        22      5,173      1.0    0.0  Under mains - terminal descent
  14:42        22      5,147      1.0    0.0  Under mains - terminal descent
  14:43        22      5,120      1.0    0.0  Under mains - terminal descent
  14:44        22      5,093      1.0    0.0  Under mains - terminal descent
  14:45        22      5,067      1.0    0.0  Under mains - terminal descent
  14:46        22      5,040      1.0    0.0  Under mains - terminal descent
  14:47        22      5,013      0.9    0.0  Under mains - terminal descent
  14:48        21      4,987      0.9    0.0  Under mains - terminal descent
  14:49        21      4,960      0.9    0.0  Under mains - terminal descent
  14:50        21      4,933      0.9    0.0  Under mains - terminal descent
  14:51        21      4,907      0.9    0.0  Under mains - terminal descent
  14:52        21      4,880      0.9    0.0  Under mains - terminal descent
  14:53        21      4,853      0.9    0.0  Under mains - terminal descent
  14:54        21      4,827      0.9    0.0  Under mains - terminal descent
  14:55        21      4,800      0.9    0.0  Under mains - terminal descent
  14:56        21      4,773      0.9    0.0  Under mains - terminal descent
  14:57        21      4,747      0.9    0.0  Under mains - terminal descent
  14:58        21      4,720      0.9    0.0  Under mains - terminal descent
  14:59        21      4,693      0.9    0.0  Under mains - terminal descent
  15:00        21      4,667      0.9    0.0  Under mains - terminal descent
  15:01        21      4,640      0.9    0.0  Under mains - terminal descent
  15:02        21      4,613      0.9    0.0  Under mains - terminal descent
  15:03        21      4,587      0.9    0.0  Under mains - terminal descent
  15:04        21      4,560      0.9    0.0  Under mains - terminal descent
  15:05        21      4,533      0.9    0.0  Under mains - terminal descent
  15:06        21      4,507      0.9    0.0  Under mains - terminal descent
  15:07        21      4,480      0.8    0.0  Under mains - terminal descent
  15:08        21      4,453      0.8    0.0  Under mains - terminal descent
  15:09        21      4,427      0.8    0.0  Under mains - terminal descent
  15:10        21      4,400      0.8    0.0  Under mains - terminal descent
  15:11        21      4,373      0.8    0.0  Under mains - terminal descent
  15:12        21      4,347      0.8    0.0  Under mains - terminal descent
  15:13        21      4,320      0.8    0.0  Under mains - terminal descent
  15:14        21      4,293      0.8    0.0  Under mains - terminal descent
  15:15        21      4,267      0.8    0.0  Under mains - terminal descent
  15:16        21      4,240      0.8    0.0  Under mains - terminal descent
  15:17        21      4,213      0.8    0.0  Under mains - terminal descent
  15:18        21      4,187      0.8    0.0  Under mains - terminal descent
  15:19        21      4,160      0.8    0.0  Under mains - terminal descent
  15:20        21      4,133      0.8    0.0  Under mains - terminal descent
  15:21        21      4,107      0.8    0.0  Under mains - terminal descent
  15:22        21      4,080      0.8    0.0  Under mains - terminal descent
  15:23        21      4,053      0.8    0.0  Under mains - terminal descent
  15:24        21      4,027      0.8    0.0  Under mains - terminal descent
  15:25        21      4,000      0.8    0.0  Under mains - terminal descent
  15:26        21      3,973      0.8    0.0  Under mains - terminal descent
  15:27        21      3,947      0.7    0.0  Under mains - terminal descent
  15:28        21      3,920      0.7    0.0  Under mains - terminal descent
  15:29        21      3,893      0.7    0.0  Under mains - terminal descent
  15:30        21      3,867      0.7    0.0  Under mains - terminal descent
  15:31        21      3,840      0.7    0.0  Under mains - terminal descent
  15:32        21      3,813      0.7    0.0  Under mains - terminal descent
  15:33        21      3,787      0.7    0.0  Under mains - terminal descent
  15:34        21      3,760      0.7    0.0  Under mains - terminal descent
  15:35        21      3,733      0.7    0.0  Under mains - terminal descent
  15:36        21      3,707      0.7    0.0  Under mains - terminal descent
  15:37        21      3,680      0.7    0.0  Under mains - terminal descent
  15:38        21      3,653      0.7    0.0  Under mains - terminal descent
  15:39        21      3,627      0.7    0.0  Under mains - terminal descent
  15:40        21      3,600      0.7    0.0  Under mains - terminal descent
  15:41        21      3,573      0.7    0.0  Under mains - terminal descent
  15:42        21      3,547      0.7    0.0  Under mains - terminal descent
  15:43        21      3,520      0.7    0.0  Under mains - terminal descent
  15:44        21      3,493      0.7    0.0  Under mains - terminal descent
  15:45        21      3,467      0.7    0.0  Under mains - terminal descent
  15:46        21      3,440      0.7    0.0  Under mains - terminal descent
  15:47        21      3,413      0.6    0.0  Under mains - terminal descent
  15:48        21      3,387      0.6    0.0  Under mains - terminal descent
  15:49        21      3,360      0.6    0.0  Under mains - terminal descent
  15:50        21      3,333      0.6    0.0  Under mains - terminal descent
  15:51        21      3,307      0.6    0.0  Under mains - terminal descent
  15:52        21      3,280      0.6    0.0  Under mains - terminal descent
  15:53        21      3,253      0.6    0.0  Under mains - terminal descent
  15:54        21      3,227      0.6    0.0  Under mains - terminal descent
  15:55        21      3,200      0.6    0.0  Under mains - terminal descent
  15:56        21      3,173      0.6    0.0  Under mains - terminal descent
  15:57        21      3,147      0.6    0.0  Under mains - terminal descent
  15:58        21      3,120      0.6    0.0  Under mains - terminal descent
  15:59        21      3,093      0.6    0.0  Under mains - terminal descent
  16:00        21      3,067      0.6    0.0  Under mains - terminal descent
  16:01        21      3,040      0.6    0.0  Under mains - terminal descent
  16:02        21      3,013      0.6    0.0  Under mains - terminal descent
  16:03        20      2,987      0.6    0.0  Under mains - terminal descent
  16:04        20      2,960      0.6    0.0  Under mains - terminal descent
  16:05        20      2,933      0.6    0.0  Under mains - terminal descent
  16:06        20      2,907      0.6    0.0  Under mains - terminal descent
  16:07        20      2,880      0.5    0.0  Under mains - terminal descent
  16:08        20      2,853      0.5    0.0  Under mains - terminal descent
  16:09        20      2,827      0.5    0.0  Under mains - terminal descent
  16:10        20      2,800      0.5    0.0  Under mains - terminal descent
  16:11        20      2,773      0.5    0.0  Under mains - terminal descent
  16:12        20      2,747      0.5    0.0  Under mains - terminal descent
  16:13        20      2,720      0.5    0.0  Under mains - terminal descent
  16:14        20      2,693      0.5    0.0  Under mains - terminal descent
  16:15        20      2,667      0.5    0.0  Under mains - terminal descent
  16:16        20      2,640      0.5    0.0  Under mains - terminal descent
  16:17        20      2,613      0.5    0.0  Under mains - terminal descent
  16:18        20      2,587      0.5    0.0  Under mains - terminal descent
  16:19        20      2,560      0.5    0.0  Under mains - terminal descent
  16:20        20      2,533      0.5    0.0  Under mains - terminal descent
  16:21        20      2,507      0.5    0.0  Under mains - terminal descent
  16:22        20      2,480      0.5    0.0  Under mains - terminal descent
  16:23        20      2,453      0.5    0.0  Under mains - terminal descent
  16:24        20      2,427      0.5    0.0  Under mains - terminal descent
  16:25        20      2,400      0.5    0.0  Under mains - terminal descent
  16:26        20      2,373      0.4    0.0  Under mains - terminal descent
  16:27        20      2,347      0.4    0.0  Under mains - terminal descent
  16:28        20      2,320      0.4    0.0  Under mains - terminal descent
  16:29        20      2,293      0.4    0.0  Under mains - terminal descent
  16:30        20      2,267      0.4    0.0  Under mains - terminal descent
  16:31        20      2,240      0.4    0.0  Under mains - terminal descent
  16:32        20      2,213      0.4    0.0  Under mains - terminal descent
  16:33        20      2,187      0.4    0.0  Under mains - terminal descent
  16:34        20      2,160      0.4    0.0  Under mains - terminal descent
  16:35        20      2,133      0.4    0.0  Under mains - terminal descent
  16:36        20      2,107      0.4    0.0  Under mains - terminal descent
  16:37        20      2,080      0.4    0.0  Under mains - terminal descent
  16:38        20      2,053      0.4    0.0  Under mains - terminal descent
  16:39        20      2,027      0.4    0.0  Under mains - terminal descent
  16:40        20      2,000      0.4    0.0  Under mains - steady descent
  16:41        20      1,986      0.4    0.0  Under mains - steady descent
  16:42        20      1,971      0.4    0.0  Under mains - steady descent
  16:43        20      1,957      0.4    0.0  Under mains - steady descent
  16:44        20      1,943      0.4    0.0  Under mains - steady descent
  16:45        20      1,929      0.4    0.0  Under mains - steady descent
  16:46        20      1,914      0.4    0.0  Under mains - steady descent
  16:47        20      1,900      0.4    0.0  Under mains - steady descent
  16:48        20      1,886      0.4    0.0  Under mains - steady descent
  16:49        20      1,871      0.4    0.0  Under mains - steady descent
  16:50        20      1,857      0.4    0.0  Under mains - steady descent
  16:51        20      1,843      0.3    0.0  Under mains - steady descent
  16:52        20      1,829      0.3    0.0  Under mains - steady descent
  16:53        20      1,814      0.3    0.0  Under mains - steady descent
  16:54        20      1,800      0.3    0.0  Under mains - steady descent
  16:55        20      1,786      0.3    0.0  Under mains - steady descent
  16:56        20      1,771      0.3    0.0  Under mains - steady descent
  16:57        20      1,757      0.3    0.0  Under mains - steady descent
  16:58        20      1,743      0.3    0.0  Under mains - steady descent
  16:59        20      1,729      0.3    0.0  Under mains - steady descent
  17:00        20      1,714      0.3    0.0  Under mains - steady descent
  17:01        20      1,700      0.3    0.0  Under mains - steady descent
  17:02        20      1,686      0.3    0.0  Under mains - steady descent
  17:03        20      1,671      0.3    0.0  Under mains - steady descent
  17:04        19      1,657      0.3    0.0  Under mains - steady descent
  17:05        19      1,643      0.3    0.0  Under mains - steady descent
  17:06        19      1,629      0.3    0.0  Under mains - steady descent
  17:07        19      1,614      0.3    0.0  Under mains - steady descent
  17:08        19      1,600      0.3    0.0  Under mains - steady descent
  17:09        19      1,586      0.3    0.0  Under mains - steady descent
  17:10        19      1,571      0.3    0.0  Under mains - steady descent
  17:11        19      1,557      0.3    0.0  Under mains - steady descent
  17:12        19      1,543      0.3    0.0  Under mains - steady descent
  17:13        19      1,529      0.3    0.0  Under mains - steady descent
  17:14        19      1,514      0.3    0.0  Under mains - steady descent
  17:15        19      1,500      0.3    0.0  Under mains - steady descent
  17:16        19      1,486      0.3    0.0  Under mains - steady descent
  17:17        19      1,471      0.3    0.0  Under mains - steady descent
  17:18        19      1,457      0.3    0.0  Under mains - steady descent
  17:19        19      1,443      0.3    0.0  Under mains - steady descent
  17:20        19      1,429      0.3    0.0  Under mains - steady descent
  17:21        19      1,414      0.3    0.0  Under mains - steady descent
  17:22        19      1,400      0.3    0.0  Under mains - steady descent
  17:23        19      1,386      0.3    0.0  Under mains - steady descent
  17:24        19      1,371      0.3    0.0  Under mains - steady descent
  17:25        19      1,357      0.3    0.0  Under mains - steady descent
  17:26        19      1,343      0.3    0.0  Under mains - steady descent
  17:27        19      1,329      0.3    0.0  Under mains - steady descent
  17:28        19      1,314      0.2    0.0  Under mains - steady descent
  17:29        19      1,300      0.2    0.0  Under mains - steady descent
  17:30        19      1,286      0.2    0.0  Under mains - steady descent
  17:31        19      1,271      0.2    0.0  Under mains - steady descent
  17:32        19      1,257      0.2    0.0  Under mains - steady descent
  17:33        19      1,243      0.2    0.0  Under mains - steady descent
  17:34        19      1,229      0.2    0.0  Under mains - steady descent
  17:35        19      1,214      0.2    0.0  Under mains - steady descent
  17:36        19      1,200      0.2    0.0  Under mains - steady descent
  17:37        19      1,186      0.2    0.0  Under mains - steady descent
  17:38        19      1,171      0.2    0.0  Under mains - steady descent
  17:39        19      1,157      0.2    0.0  Under mains - steady descent
  17:40        19      1,143      0.2    0.0  Under mains - steady descent
  17:41        19      1,129      0.2    0.0  Under mains - steady descent
  17:42        19      1,114      0.2    0.0  Under mains - steady descent
  17:43        19      1,100      0.2    0.0  Under mains - steady descent
  17:44        19      1,086      0.2    0.0  Under mains - steady descent
  17:45        19      1,071      0.2    0.0  Under mains - steady descent
  17:46        19      1,057      0.2    0.0  Under mains - steady descent
  17:47        19      1,043      0.2    0.0  Under mains - steady descent
  17:48        19      1,029      0.2    0.0  Under mains - steady descent
  17:49        19      1,014      0.2    0.0  Under mains - steady descent
  17:50        18      1,000      0.2    0.0  Under mains - steady descent
  17:51        18        986      0.2    0.0  Under mains - steady descent
  17:52        18        971      0.2    0.0  Under mains - steady descent
  17:53        18        957      0.2    0.0  Under mains - steady descent
  17:54        18        943      0.2    0.0  Under mains - steady descent
  17:55        18        929      0.2    0.0  Under mains - steady descent
  17:56        18        914      0.2    0.0  Under mains - steady descent
  17:57        18        900      0.2    0.0  Under mains - steady descent
  17:58        18        886      0.2    0.0  Under mains - steady descent
  17:59        18        871      0.2    0.0  Under mains - steady descent
  18:00        18        857      0.2    0.0  Under mains - steady descent
  18:01        18        843      0.2    0.0  Under mains - steady descent
  18:02        18        829      0.2    0.0  Under mains - steady descent
  18:03        18        814      0.2    0.0  Under mains - steady descent
  18:04        18        800      0.2    0.0  Under mains - steady descent
  18:05        18        786      0.1    0.0  Under mains - steady descent
  18:06        18        771      0.1    0.0  Under mains - steady descent
  18:07        18        757      0.1    0.0  Under mains - steady descent
  18:08        18        743      0.1    0.0  Under mains - steady descent
  18:09        18        729      0.1    0.0  Under mains - steady descent
  18:10        18        714      0.1    0.0  Under mains - steady descent
  18:11        18        700      0.1    0.0  Under mains - steady descent
  18:12        18        686      0.1    0.0  Under mains - steady descent
  18:13        18        671      0.1    0.0  Under mains - steady descent
  18:14        18        657      0.1    0.0  Under mains - steady descent
  18:15        18        643      0.1    0.0  Under mains - steady descent
  18:16        18        629      0.1    0.0  Under mains - steady descent
  18:17        18        614      0.1    0.0  Under mains - steady descent
  18:18        18        600      0.1    0.0  Under mains - steady descent
  18:19        18        586      0.1    0.0  Under mains - steady descent
  18:20        18        571      0.1    0.0  Under mains - steady descent
  18:21        18        557      0.1    0.0  Under mains - steady descent
  18:22        18        543      0.1    0.0  Under mains - steady descent
  18:23        18        529      0.1    0.0  Under mains - steady descent
  18:24        18        514      0.1    0.0  Under mains - steady descent
  18:25        18        500      0.1    0.0  Under mains - steady descent
  18:26        18        486      0.1    0.0  Under mains - steady descent
  18:27        18        471      0.1    0.0  Under mains - steady descent
  18:28        18        457      0.1    0.0  Under mains - steady descent
  18:29        18        443      0.1    0.0  Under mains - steady descent
  18:30        18        429      0.1    0.0  Under mains - steady descent
  18:31        18        414      0.1    0.0  Under mains - steady descent
  18:32        18        400      0.1    0.0  Under mains - steady descent
  18:33        18        386      0.1    0.0  Under mains - steady descent
  18:34        18        371      0.1    0.0  Under mains - steady descent
  18:35        18        357      0.1    0.0  Under mains - steady descent
  18:36        18        343      0.1    0.0  Under mains - steady descent
  18:37        17        329      0.1    0.0  Under mains - steady descent
  18:38        17        314      0.1    0.0  Under mains - steady descent
  18:39        17        300      0.1    0.0  Under mains - steady descent
  18:40        17        286      0.1    0.0  Under mains - steady descent
  18:41        17        271      0.1    0.0  Under mains - steady descent
  18:42        17        257      0.0    0.0  Under mains - steady descent
  18:43        17        243      0.0    0.0  Under mains - steady descent
  18:44        17        229      0.0    0.0  Under mains - steady descent
  18:45        17        214      0.0    0.0  Under mains - steady descent
  18:46        17        200      0.0    0.0  Under mains - steady descent
  18:47        17        186      0.0    0.0  Under mains - steady descent
  18:48        17        171      0.0    0.0  Under mains - steady descent
  18:49        17        157      0.0    0.0  Under mains - steady descent
  18:50        17        143      0.0    0.0  Under mains - steady descent
  18:51        17        129      0.0    0.0  Under mains - steady descent
  18:52        17        114      0.0    0.0  Under mains - steady descent
  18:53        17        100      0.0    0.0  Under mains - steady descent
  18:54        17         86      0.0    0.0  Under mains - steady descent
  18:55        17         71      0.0    0.0  Under mains - steady descent
  18:56        17         57      0.0    0.0  Under mains - steady descent
  18:57        17         43      0.0    0.0  Under mains - steady descent
  18:58        17         29      0.0    0.0  Under mains - steady descent
  18:59        17         14      0.0    0.0  Under mains - steady descent
  19:00        17          0      0.0    0.0  SPLASHDOWN - Pacific Ocean
